NUMBER     CUSTOMER	  TIME	     PRODUCT
7  605	4	ice_crea
20  605	5	bordeaux
6  605	6	bourbon
1  606	0	hering
2  606	1	corned_b
17  606	2	apples
3  606	3	olives
18  606	4	steak
6  606	5	bourbon
15  606	6	coke
14  607	0	sardines
11  607	1	heineken
19  607	2	chicken
15  607	3	coke
7  607	4	ice_crea
16  607	5	peppers
6  607	6	bourbon
2  608	0	corned_b
16  608	1	peppers
6  608	2	bourbon
10  608	3	cracker
19  608	4	chicken
4  608	5	ham
18  608	6	steak
1  609	0	hering
2  609	1	corned_b
3  609	2	olives
4  609	3	ham
5  609	4	turkey
15  609	5	coke
10  609	6	cracker
14  610	0	sardines
11  610	1	heineken
19  610	2	chicken
15  610	3	coke
7  610	4	ice_crea
12  610	5	avocado
3  610	6	olives
14  611	0	sardines
11  611	1	heineken
19  611	2	chicken
15  611	3	coke
7  611	4	ice_crea
2  611	5	corned_b
5  611	6	turkey
8  612	0	baguette
1  612	1	hering
12  612	2	avocado
13  612	3	artichok
11  612	4	heineken
19  612	5	chicken
17  612	6	apples
12  613	0	avocado
10  613	1	cracker
13  613	2	artichok
11  613	3	heineken
4  613	4	ham
8  613	5	baguette
15  613	6	coke
9  614	0	soda
3  614	1	olives
6  614	2	bourbon
10  614	3	cracker
11  614	4	heineken
1  614	5	hering
16  614	6	peppers
3  615	0	olives
6  615	1	bourbon
15  615	2	coke
5  615	3	turkey
7  615	4	ice_crea
14  615	5	sardines
18  615	6	steak
9  616	0	soda
3  616	1	olives
6  616	2	bourbon
10  616	3	cracker
11  616	4	heineken
16  616	5	peppers
19  616	6	chicken
9  617	0	soda
3  617	1	olives
6  617	2	bourbon
10  617	3	cracker
11  617	4	heineken
1  617	5	hering
15  617	6	coke
9  618	0	soda
3  618	1	olives
6  618	2	bourbon
10  618	3	cracker
11  618	4	heineken
2  618	5	corned_b
18  618	6	steak
1  619	0	hering
2  619	1	corned_b
17  619	2	apples
3  619	3	olives
18  619	4	steak
12  619	5	avocado
16  619	6	peppers
3  620	0	olives
6  620	1	bourbon
15  620	2	coke
5  620	3	turkey
7  620	4	ice_crea
16  620	5	peppers
16  620	6	peppers
3  621	0	olives
6  621	1	bourbon
15  621	2	coke
5  621	3	turkey
7  621	4	ice_crea
1  621	5	hering
13  621	6	artichok
2  622	0	corned_b
16  622	1	peppers
6  622	2	bourbon
10  622	3	cracker
19  622	4	chicken
5  622	5	turkey
17  622	6	apples
2  623	0	corned_b
16  623	1	peppers
6  623	2	bourbon
10  623	3	cracker
19  623	4	chicken
8  623	5	baguette
15  623	6	coke
9  624	0	soda
3  624	1	olives
6  624	2	bourbon
10  624	3	cracker
11  624	4	heineken
1  624	5	hering
15  624	6	coke
2  625	0	corned_b
16  625	1	peppers
6  625	2	bourbon
10  625	3	cracker
19  625	4	chicken
9  625	5	soda
13  625	6	artichok
3  626	0	olives
6  626	1	bourbon
15  626	2	coke
5  626	3	turkey
7  626	4	ice_crea
20  626	5	bordeaux
10  626	6	cracker
8  627	0	baguette
9  627	1	soda
1  627	2	hering
10  627	3	cracker
11  627	4	heineken
17  627	5	apples
3  627	6	olives
8  628	0	baguette
1  628	1	hering
12  628	2	avocado
13  628	3	artichok
11  628	4	heineken
7  628	5	ice_crea
14  628	6	sardines
8  629	0	baguette
1  629	1	hering
12  629	2	avocado
13  629	3	artichok
11  629	4	heineken
19  629	5	chicken
5  629	6	turkey
8  630	0	baguette
9  630	1	soda
1  630	2	hering
10  630	3	cracker
11  630	4	heineken
16  630	5	peppers
19  630	6	chicken
9  631	0	soda
3  631	1	olives
6  631	2	bourbon
10  631	3	cracker
11  631	4	heineken
16  631	5	peppers
5  631	6	turkey
3  632	0	olives
6  632	1	bourbon
15  632	2	coke
5  632	3	turkey
7  632	4	ice_crea
14  632	5	sardines
17  632	6	apples
2  633	0	corned_b
16  633	1	peppers
6  633	2	bourbon
10  633	3	cracker
19  633	4	chicken
20  633	5	bordeaux
7  633	6	ice_crea
8  634	0	baguette
14  634	1	sardines
17  634	2	apples
16  634	3	peppers
12  634	4	avocado
7  634	5	ice_crea
7  634	6	ice_crea
8  635	0	baguette
1  635	1	hering
12  635	2	avocado
13  635	3	artichok
11  635	4	heineken
17  635	5	apples
9  635	6	soda
1  636	0	hering
2  636	1	corned_b
3  636	2	olives
4  636	3	ham
5  636	4	turkey
8  636	5	baguette
6  636	6	bourbon
8  637	0	baguette
9  637	1	soda
1  637	2	hering
10  637	3	cracker
11  637	4	heineken
15  637	5	coke
7  637	6	ice_crea
8  638	0	baguette
1  638	1	hering
12  638	2	avocado
13  638	3	artichok
11  638	4	heineken
3  638	5	olives
2  638	6	corned_b
12  639	0	avocado
10  639	1	cracker
13  639	2	artichok
11  639	3	heineken
4  639	4	ham
14  639	5	sardines
14  639	6	sardines
1  640	0	hering
2  640	1	corned_b
17  640	2	apples
3  640	3	olives
18  640	4	steak
14  640	5	sardines
19  640	6	chicken
8  641	0	baguette
14  641	1	sardines
17  641	2	apples
16  641	3	peppers
12  641	4	avocado
20  641	5	bordeaux
13  641	6	artichok
12  642	0	avocado
10  642	1	cracker
13  642	2	artichok
11  642	3	heineken
4  642	4	ham
14  642	5	sardines
18  642	6	steak
8  643	0	baguette
9  643	1	soda
1  643	2	hering
10  643	3	cracker
11  643	4	heineken
5  643	5	turkey
13  643	6	artichok
14  644	0	sardines
11  644	1	heineken
19  644	2	chicken
15  644	3	coke
7  644	4	ice_crea
8  644	5	baguette
13  644	6	artichok
9  645	0	soda
3  645	1	olives
6  645	2	bourbon
10  645	3	cracker
11  645	4	heineken
18  645	5	steak
19  645	6	chicken
8  646	0	baguette
14  646	1	sardines
17  646	2	apples
16  646	3	peppers
12  646	4	avocado
18  646	5	steak
6  646	6	bourbon
9  647	0	soda
3  647	1	olives
6  647	2	bourbon
10  647	3	cracker
11  647	4	heineken
4  647	5	ham
5  647	6	turkey
9  648	0	soda
3  648	1	olives
6  648	2	bourbon
10  648	3	cracker
11  648	4	heineken
18  648	5	steak
8  648	6	baguette
12  649	0	avocado
10  649	1	cracker
13  649	2	artichok
11  649	3	heineken
4  649	4	ham
6  649	5	bourbon
17  649	6	apples
3  650	0	olives
6  650	1	bourbon
15  650	2	coke
5  650	3	turkey
7  650	4	ice_crea
9  650	5	soda
14  650	6	sardines
8  651	0	baguette
9  651	1	soda
1  651	2	hering
10  651	3	cracker
11  651	4	heineken
2  651	5	corned_b
12  651	6	avocado
3  652	0	olives
6  652	1	bourbon
15  652	2	coke
5  652	3	turkey
7  652	4	ice_crea
18  652	5	steak
13  652	6	artichok
1  653	0	hering
2  653	1	corned_b
3  653	2	olives
4  653	3	ham
5  653	4	turkey
7  653	5	ice_crea
7  653	6	ice_crea
3  654	0	olives
6  654	1	bourbon
15  654	2	coke
5  654	3	turkey
7  654	4	ice_crea
19  654	5	chicken
10  654	6	cracker
8  655	0	baguette
1  655	1	hering
12  655	2	avocado
13  655	3	artichok
11  655	4	heineken
15  655	5	coke
4  655	6	ham
9  656	0	soda
3  656	1	olives
6  656	2	bourbon
10  656	3	cracker
11  656	4	heineken
17  656	5	apples
13  656	6	artichok
8  657	0	baguette
14  657	1	sardines
17  657	2	apples
16  657	3	peppers
12  657	4	avocado
18  657	5	steak
15  657	6	coke
12  658	0	avocado
10  658	1	cracker
13  658	2	artichok
11  658	3	heineken
4  658	4	ham
1  658	5	hering
19  658	6	chicken
3  659	0	olives
6  659	1	bourbon
15  659	2	coke
5  659	3	turkey
7  659	4	ice_crea
20  659	5	bordeaux
17  659	6	apples
1  660	0	hering
2  660	1	corned_b
17  660	2	apples
3  660	3	olives
18  660	4	steak
19  660	5	chicken
13  660	6	artichok
14  661	0	sardines
11  661	1	heineken
19  661	2	chicken
15  661	3	coke
7  661	4	ice_crea
10  661	5	cracker
17  661	6	apples
1  662	0	hering
2  662	1	corned_b
17  662	2	apples
3  662	3	olives
18  662	4	steak
10  662	5	cracker
16  662	6	peppers
8  663	0	baguette
9  663	1	soda
1  663	2	hering
10  663	3	cracker
11  663	4	heineken
3  663	5	olives
17  663	6	apples
1  664	0	hering
2  664	1	corned_b
17  664	2	apples
3  664	3	olives
18  664	4	steak
7  664	5	ice_crea
9  664	6	soda
8  665	0	baguette
1  665	1	hering
12  665	2	avocado
13  665	3	artichok
11  665	4	heineken
7  665	5	ice_crea
9  665	6	soda
8  666	0	baguette
14  666	1	sardines
17  666	2	apples
16  666	3	peppers
12  666	4	avocado
7  666	5	ice_crea
6  666	6	bourbon
8  667	0	baguette
1  667	1	hering
12  667	2	avocado
13  667	3	artichok
11  667	4	heineken
20  667	5	bordeaux
16  667	6	peppers
2  668	0	corned_b
16  668	1	peppers
6  668	2	bourbon
10  668	3	cracker
19  668	4	chicken
18  668	5	steak
8  668	6	baguette
2  669	0	corned_b
16  669	1	peppers
6  669	2	bourbon
10  669	3	cracker
19  669	4	chicken
17  669	5	apples
11  669	6	heineken
3  670	0	olives
6  670	1	bourbon
15  670	2	coke
5  670	3	turkey
7  670	4	ice_crea
14  670	5	sardines
16  670	6	peppers
1  671	0	hering
2  671	1	corned_b
3  671	2	olives
4  671	3	ham
5  671	4	turkey
6  671	5	bourbon
11  671	6	heineken
3  672	0	olives
6  672	1	bourbon
15  672	2	coke
5  672	3	turkey
7  672	4	ice_crea
16  672	5	peppers
18  672	6	steak
8  673	0	baguette
1  673	1	hering
12  673	2	avocado
13  673	3	artichok
11  673	4	heineken
14  673	5	sardines
2  673	6	corned_b
3  674	0	olives
6  674	1	bourbon
15  674	2	coke
5  674	3	turkey
7  674	4	ice_crea
8  674	5	baguette
18  674	6	steak
9  675	0	soda
3  675	1	olives
6  675	2	bourbon
10  675	3	cracker
11  675	4	heineken
14  675	5	sardines
15  675	6	coke
1  676	0	hering
2  676	1	corned_b
17  676	2	apples
3  676	3	olives
18  676	4	steak
14  676	5	sardines
16  676	6	peppers
14  677	0	sardines
11  677	1	heineken
19  677	2	chicken
15  677	3	coke
7  677	4	ice_crea
4  677	5	ham
12  677	6	avocado
12  678	0	avocado
10  678	1	cracker
13  678	2	artichok
11  678	3	heineken
4  678	4	ham
17  678	5	apples
7  678	6	ice_crea
2  679	0	corned_b
16  679	1	peppers
6  679	2	bourbon
10  679	3	cracker
19  679	4	chicken
12  679	5	avocado
9  679	6	soda
1  680	0	hering
2  680	1	corned_b
3  680	2	olives
4  680	3	ham
5  680	4	turkey
17  680	5	apples
12  680	6	avocado
9  681	0	soda
3  681	1	olives
6  681	2	bourbon
10  681	3	cracker
11  681	4	heineken
2  681	5	corned_b
17  681	6	apples
1  682	0	hering
2  682	1	corned_b
17  682	2	apples
3  682	3	olives
18  682	4	steak
7  682	5	ice_crea
13  682	6	artichok
2  683	0	corned_b
16  683	1	peppers
6  683	2	bourbon
10  683	3	cracker
19  683	4	chicken
18  683	5	steak
18  683	6	steak
2  684	0	corned_b
16  684	1	peppers
6  684	2	bourbon
10  684	3	cracker
19  684	4	chicken
20  684	5	bordeaux
7  684	6	ice_crea
8  685	0	baguette
9  685	1	soda
1  685	2	hering
10  685	3	cracker
11  685	4	heineken
3  685	5	olives
7  685	6	ice_crea
8  686	0	baguette
14  686	1	sardines
17  686	2	apples
16  686	3	peppers
12  686	4	avocado
9  686	5	soda
3  686	6	olives
9  687	0	soda
3  687	1	olives
6  687	2	bourbon
10  687	3	cracker
11  687	4	heineken
1  687	5	hering
19  687	6	chicken
1  688	0	hering
2  688	1	corned_b
17  688	2	apples
3  688	3	olives
18  688	4	steak
7  688	5	ice_crea
8  688	6	baguette
2  689	0	corned_b
16  689	1	peppers
6  689	2	bourbon
10  689	3	cracker
19  689	4	chicken
13  689	5	artichok
13  689	6	artichok
8  690	0	baguette
1  690	1	hering
12  690	2	avocado
13  690	3	artichok
11  690	4	heineken
5  690	5	turkey
18  690	6	steak
1  691	0	hering
2  691	1	corned_b
17  691	2	apples
3  691	3	olives
18  691	4	steak
12  691	5	avocado
16  691	6	peppers
8  692	0	baguette
14  692	1	sardines
17  692	2	apples
16  692	3	peppers
12  692	4	avocado
15  692	5	coke
19  692	6	chicken
8  693	0	baguette
1  693	1	hering
12  693	2	avocado
13  693	3	artichok
11  693	4	heineken
14  693	5	sardines
17  693	6	apples
8  694	0	baguette
9  694	1	soda
1  694	2	hering
10  694	3	cracker
11  694	4	heineken
16  694	5	peppers
19  694	6	chicken
3  695	0	olives
6  695	1	bourbon
15  695	2	coke
5  695	3	turkey
7  695	4	ice_crea
18  695	5	steak
18  695	6	steak
12  696	0	avocado
10  696	1	cracker
13  696	2	artichok
11  696	3	heineken
4  696	4	ham
16  696	5	peppers
2  696	6	corned_b
9  697	0	soda
3  697	1	olives
6  697	2	bourbon
10  697	3	cracker
11  697	4	heineken
20  697	5	bordeaux
13  697	6	artichok
8  698	0	baguette
9  698	1	soda
1  698	2	hering
10  698	3	cracker
11  698	4	heineken
19  698	5	chicken
5  698	6	turkey
9  699	0	soda
3  699	1	olives
6  699	2	bourbon
10  699	3	cracker
11  699	4	heineken
13  699	5	artichok
1  699	6	hering
8  700	0	baguette
14  700	1	sardines
17  700	2	apples
16  700	3	peppers
12  700	4	avocado
1  700	5	hering
6  700	6	bourbon
12  701	0	avocado
10  701	1	cracker
13  701	2	artichok
11  701	3	heineken
4  701	4	ham
15  701	5	coke
14  701	6	sardines
8  702	0	baguette
14  702	1	sardines
17  702	2	apples
16  702	3	peppers
12  702	4	avocado
6  702	5	bourbon
9  702	6	soda
2  703	0	corned_b
16  703	1	peppers
6  703	2	bourbon
10  703	3	cracker
19  703	4	chicken
12  703	5	avocado
14  703	6	sardines
14  704	0	sardines
11  704	1	heineken
19  704	2	chicken
15  704	3	coke
7  704	4	ice_crea
13  704	5	artichok
6  704	6	bourbon
8  705	0	baguette
1  705	1	hering
12  705	2	avocado
13  705	3	artichok
11  705	4	heineken
17  705	5	apples
9  705	6	soda
12  706	0	avocado
10  706	1	cracker
13  706	2	artichok
11  706	3	heineken
4  706	4	ham
2  706	5	corned_b
16  706	6	peppers
2  707	0	corned_b
16  707	1	peppers
6  707	2	bourbon
10  707	3	cracker
19  707	4	chicken
18  707	5	steak
9  707	6	soda
8  708	0	baguette
1  708	1	hering
12  708	2	avocado
13  708	3	artichok
11  708	4	heineken
20  708	5	bordeaux
10  708	6	cracker
12  709	0	avocado
10  709	1	cracker
13  709	2	artichok
11  709	3	heineken
4  709	4	ham
7  709	5	ice_crea
3  709	6	olives
1  710	0	hering
2  710	1	corned_b
3  710	2	olives
4  710	3	ham
5  710	4	turkey
10  710	5	cracker
19  710	6	chicken
14  711	0	sardines
11  711	1	heineken
19  711	2	chicken
15  711	3	coke
7  711	4	ice_crea
8  711	5	baguette
3  711	6	olives
14  712	0	sardines
11  712	1	heineken
19  712	2	chicken
15  712	3	coke
7  712	4	ice_crea
13  712	5	artichok
13  712	6	artichok
1  713	0	hering
2  713	1	corned_b
3  713	2	olives
4  713	3	ham
5  713	4	turkey
11  713	5	heineken
10  713	6	cracker
1  714	0	hering
2  714	1	corned_b
17  714	2	apples
3  714	3	olives
18  714	4	steak
14  714	5	sardines
19  714	6	chicken
12  715	0	avocado
10  715	1	cracker
13  715	2	artichok
11  715	3	heineken
4  715	4	ham
2  715	5	corned_b
3  715	6	olives
3  716	0	olives
6  716	1	bourbon
15  716	2	coke
5  716	3	turkey
7  716	4	ice_crea
4  716	5	ham
13  716	6	artichok
2  717	0	corned_b
16  717	1	peppers
6  717	2	bourbon
10  717	3	cracker
19  717	4	chicken
8  717	5	baguette
11  717	6	heineken
1  718	0	hering
2  718	1	corned_b
3  718	2	olives
4  718	3	ham
5  718	4	turkey
16  718	5	peppers
17  718	6	apples
1  719	0	hering
2  719	1	corned_b
3  719	2	olives
4  719	3	ham
5  719	4	turkey
11  719	5	heineken
11  719	6	heineken
3  720	0	olives
6  720	1	bourbon
15  720	2	coke
5  720	3	turkey
7  720	4	ice_crea
4  720	5	ham
8  720	6	baguette
8  721	0	baguette
1  721	1	hering
12  721	2	avocado
13  721	3	artichok
11  721	4	heineken
2  721	5	corned_b
18  721	6	steak
8  722	0	baguette
9  722	1	soda
1  722	2	hering
10  722	3	cracker
11  722	4	heineken
12  722	5	avocado
18  722	6	steak
3  723	0	olives
6  723	1	bourbon
15  723	2	coke
5  723	3	turkey
7  723	4	ice_crea
11  723	5	heineken
8  723	6	baguette
1  724	0	hering
2  724	1	corned_b
3  724	2	olives
4  724	3	ham
5  724	4	turkey
10  724	5	cracker
12  724	6	avocado
12  725	0	avocado
10  725	1	cracker
13  725	2	artichok
11  725	3	heineken
4  725	4	ham
16  725	5	peppers
2  725	6	corned_b
9  726	0	soda
3  726	1	olives
6  726	2	bourbon
10  726	3	cracker
11  726	4	heineken
12  726	5	avocado
12  726	6	avocado
8  727	0	baguette
9  727	1	soda
1  727	2	hering
10  727	3	cracker
11  727	4	heineken
13  727	5	artichok
5  727	6	turkey
3  728	0	olives
6  728	1	bourbon
15  728	2	coke
5  728	3	turkey
7  728	4	ice_crea
10  728	5	cracker
8  728	6	baguette
14  729	0	sardines
11  729	1	heineken
19  729	2	chicken
15  729	3	coke
7  729	4	ice_crea
8  729	5	baguette
18  729	6	steak
8  730	0	baguette
1  730	1	hering
12  730	2	avocado
13  730	3	artichok
11  730	4	heineken
3  730	5	olives
10  730	6	cracker
1  731	0	hering
2  731	1	corned_b
3  731	2	olives
4  731	3	ham
5  731	4	turkey
19  731	5	chicken
14  731	6	sardines
12  732	0	avocado
10  732	1	cracker
13  732	2	artichok
11  732	3	heineken
4  732	4	ham
17  732	5	apples
8  732	6	baguette
9  733	0	soda
3  733	1	olives
6  733	2	bourbon
10  733	3	cracker
11  733	4	heineken
18  733	5	steak
2  733	6	corned_b
1  734	0	hering
2  734	1	corned_b
3  734	2	olives
4  734	3	ham
5  734	4	turkey
20  734	5	bordeaux
18  734	6	steak
8  735	0	baguette
9  735	1	soda
1  735	2	hering
10  735	3	cracker
11  735	4	heineken
20  735	5	bordeaux
16  735	6	peppers
3  736	0	olives
6  736	1	bourbon
15  736	2	coke
5  736	3	turkey
7  736	4	ice_crea
16  736	5	peppers
16  736	6	peppers
12  737	0	avocado
10  737	1	cracker
13  737	2	artichok
11  737	3	heineken
4  737	4	ham
5  737	5	turkey
2  737	6	corned_b
8  738	0	baguette
1  738	1	hering
12  738	2	avocado
13  738	3	artichok
11  738	4	heineken
19  738	5	chicken
6  738	6	bourbon
2  739	0	corned_b
16  739	1	peppers
6  739	2	bourbon
10  739	3	cracker
19  739	4	chicken
18  739	5	steak
7  739	6	ice_crea
9  740	0	soda
3  740	1	olives
6  740	2	bourbon
10  740	3	cracker
11  740	4	heineken
7  740	5	ice_crea
16  740	6	peppers
8  741	0	baguette
9  741	1	soda
1  741	2	hering
10  741	3	cracker
11  741	4	heineken
15  741	5	coke
15  741	6	coke
1  742	0	hering
2  742	1	corned_b
17  742	2	apples
3  742	3	olives
18  742	4	steak
14  742	5	sardines
10  742	6	cracker
8  743	0	baguette
9  743	1	soda
1  743	2	hering
10  743	3	cracker
11  743	4	heineken
3  743	5	olives
17  743	6	apples
12  744	0	avocado
10  744	1	cracker
13  744	2	artichok
11  744	3	heineken
4  744	4	ham
20  744	5	bordeaux
3  744	6	olives
1  745	0	hering
2  745	1	corned_b
17  745	2	apples
3  745	3	olives
18  745	4	steak
20  745	5	bordeaux
4  745	6	ham
8  746	0	baguette
1  746	1	hering
12  746	2	avocado
13  746	3	artichok
11  746	4	heineken
17  746	5	apples
6  746	6	bourbon
9  747	0	soda
3  747	1	olives
6  747	2	bourbon
10  747	3	cracker
11  747	4	heineken
16  747	5	peppers
18  747	6	steak
8  748	0	baguette
9  748	1	soda
1  748	2	hering
10  748	3	cracker
11  748	4	heineken
3  748	5	olives
12  748	6	avocado
3  749	0	olives
6  749	1	bourbon
15  749	2	coke
5  749	3	turkey
7  749	4	ice_crea
8  749	5	baguette
17  749	6	apples
9  750	0	soda
3  750	1	olives
6  750	2	bourbon
10  750	3	cracker
11  750	4	heineken
5  750	5	turkey
1  750	6	hering
8  751	0	baguette
1  751	1	hering
12  751	2	avocado
13  751	3	artichok
11  751	4	heineken
2  751	5	corned_b
10  751	6	cracker
1  752	0	hering
2  752	1	corned_b
17  752	2	apples
3  752	3	olives
18  752	4	steak
4  752	5	ham
11  752	6	heineken
2  753	0	corned_b
16  753	1	peppers
6  753	2	bourbon
10  753	3	cracker
19  753	4	chicken
13  753	5	artichok
11  753	6	heineken
8  754	0	baguette
9  754	1	soda
1  754	2	hering
10  754	3	cracker
11  754	4	heineken
12  754	5	avocado
18  754	6	steak
1  755	0	hering
2  755	1	corned_b
3  755	2	olives
4  755	3	ham
5  755	4	turkey
18  755	5	steak
12  755	6	avocado
14  756	0	sardines
11  756	1	heineken
19  756	2	chicken
15  756	3	coke
7  756	4	ice_crea
9  756	5	soda
13  756	6	artichok
3  757	0	olives
6  757	1	bourbon
15  757	2	coke
5  757	3	turkey
7  757	4	ice_crea
18  757	5	steak
11  757	6	heineken
1  758	0	hering
2  758	1	corned_b
17  758	2	apples
3  758	3	olives
18  758	4	steak
13  758	5	artichok
19  758	6	chicken
2  759	0	corned_b
16  759	1	peppers
6  759	2	bourbon
10  759	3	cracker
19  759	4	chicken
9  759	5	soda
1  759	6	hering
14  760	0	sardines
11  760	1	heineken
19  760	2	chicken
15  760	3	coke
7  760	4	ice_crea
4  760	5	ham
4  760	6	ham
14  761	0	sardines
11  761	1	heineken
19  761	2	chicken
15  761	3	coke
7  761	4	ice_crea
1  761	5	hering
2  761	6	corned_b
14  762	0	sardines
11  762	1	heineken
19  762	2	chicken
15  762	3	coke
7  762	4	ice_crea
17  762	5	apples
17  762	6	apples
2  763	0	corned_b
16  763	1	peppers
6  763	2	bourbon
10  763	3	cracker
19  763	4	chicken
17  763	5	apples
3  763	6	olives
1  764	0	hering
2  764	1	corned_b
3  764	2	olives
4  764	3	ham
5  764	4	turkey
6  764	5	bourbon
19  764	6	chicken
9  765	0	soda
3  765	1	olives
6  765	2	bourbon
10  765	3	cracker
11  765	4	heineken
15  765	5	coke
17  765	6	apples
8  766	0	baguette
14  766	1	sardines
17  766	2	apples
16  766	3	peppers
12  766	4	avocado
13  766	5	artichok
13  766	6	artichok
8  767	0	baguette
9  767	1	soda
1  767	2	hering
10  767	3	cracker
11  767	4	heineken
13  767	5	artichok
12  767	6	avocado
8  768	0	baguette
14  768	1	sardines
17  768	2	apples
16  768	3	peppers
12  768	4	avocado
11  768	5	heineken
15  768	6	coke
1  769	0	hering
2  769	1	corned_b
3  769	2	olives
4  769	3	ham
5  769	4	turkey
8  769	5	baguette
12  769	6	avocado
9  770	0	soda
3  770	1	olives
6  770	2	bourbon
10  770	3	cracker
11  770	4	heineken
20  770	5	bordeaux
7  770	6	ice_crea
8  771	0	baguette
14  771	1	sardines
17  771	2	apples
16  771	3	peppers
12  771	4	avocado
4  771	5	ham
1  771	6	hering
1  772	0	hering
2  772	1	corned_b
3  772	2	olives
4  772	3	ham
5  772	4	turkey
11  772	5	heineken
14  772	6	sardines
12  773	0	avocado
10  773	1	cracker
13  773	2	artichok
11  773	3	heineken
4  773	4	ham
1  773	5	hering
3  773	6	olives
9  774	0	soda
3  774	1	olives
6  774	2	bourbon
10  774	3	cracker
11  774	4	heineken
16  774	5	peppers
13  774	6	artichok
8  775	0	baguette
14  775	1	sardines
17  775	2	apples
16  775	3	peppers
12  775	4	avocado
2  775	5	corned_b
15  775	6	coke
14  776	0	sardines
11  776	1	heineken
19  776	2	chicken
15  776	3	coke
7  776	4	ice_crea
17  776	5	apples
4  776	6	ham
2  777	0	corned_b
16  777	1	peppers
6  777	2	bourbon
10  777	3	cracker
19  777	4	chicken
15  777	5	coke
1  777	6	hering
8  778	0	baguette
1  778	1	hering
12  778	2	avocado
13  778	3	artichok
11  778	4	heineken
20  778	5	bordeaux
10  778	6	cracker
3  779	0	olives
6  779	1	bourbon
15  779	2	coke
5  779	3	turkey
7  779	4	ice_crea
17  779	5	apples
13  779	6	artichok
8  780	0	baguette
1  780	1	hering
12  780	2	avocado
13  780	3	artichok
11  780	4	heineken
18  780	5	steak
18  780	6	steak
8  781	0	baguette
9  781	1	soda
1  781	2	hering
10  781	3	cracker
11  781	4	heineken
4  781	5	ham
14  781	6	sardines
1  782	0	hering
2  782	1	corned_b
3  782	2	olives
4  782	3	ham
5  782	4	turkey
16  782	5	peppers
7  782	6	ice_crea
9  783	0	soda
3  783	1	olives
6  783	2	bourbon
10  783	3	cracker
11  783	4	heineken
1  783	5	hering
8  783	6	baguette
8  784	0	baguette
1  784	1	hering
12  784	2	avocado
13  784	3	artichok
11  784	4	heineken
15  784	5	coke
18  784	6	steak
14  785	0	sardines
11  785	1	heineken
19  785	2	chicken
15  785	3	coke
7  785	4	ice_crea
6  785	5	bourbon
13  785	6	artichok
9  786	0	soda
3  786	1	olives
6  786	2	bourbon
10  786	3	cracker
11  786	4	heineken
7  786	5	ice_crea
7  786	6	ice_crea
12  787	0	avocado
10  787	1	cracker
13  787	2	artichok
11  787	3	heineken
4  787	4	ham
5  787	5	turkey
1  787	6	hering
1  788	0	hering
2  788	1	corned_b
17  788	2	apples
3  788	3	olives
18  788	4	steak
20  788	5	bordeaux
10  788	6	cracker
1  789	0	hering
2  789	1	corned_b
3  789	2	olives
4  789	3	ham
5  789	4	turkey
11  789	5	heineken
6  789	6	bourbon
8  790	0	baguette
9  790	1	soda
1  790	2	hering
10  790	3	cracker
11  790	4	heineken
7  790	5	ice_crea
17  790	6	apples
14  791	0	sardines
11  791	1	heineken
19  791	2	chicken
15  791	3	coke
7  791	4	ice_crea
20  791	5	bordeaux
5  791	6	turkey
3  792	0	olives
6  792	1	bourbon
15  792	2	coke
5  792	3	turkey
7  792	4	ice_crea
14  792	5	sardines
4  792	6	ham
3  793	0	olives
6  793	1	bourbon
15  793	2	coke
5  793	3	turkey
7  793	4	ice_crea
1  793	5	hering
10  793	6	cracker
1  794	0	hering
2  794	1	corned_b
17  794	2	apples
3  794	3	olives
18  794	4	steak
8  794	5	baguette
7  794	6	ice_crea
8  795	0	baguette
9  795	1	soda
1  795	2	hering
10  795	3	cracker
11  795	4	heineken
20  795	5	bordeaux
7  795	6	ice_crea
12  796	0	avocado
10  796	1	cracker
13  796	2	artichok
11  796	3	heineken
4  796	4	ham
5  796	5	turkey
14  796	6	sardines
9  797	0	soda
3  797	1	olives
6  797	2	bourbon
10  797	3	cracker
11  797	4	heineken
16  797	5	peppers
19  797	6	chicken
8  798	0	baguette
14  798	1	sardines
17  798	2	apples
16  798	3	peppers
12  798	4	avocado
5  798	5	turkey
10  798	6	cracker
8  799	0	baguette
9  799	1	soda
1  799	2	hering
10  799	3	cracker
11  799	4	heineken
12  799	5	avocado
4  799	6	ham
3  800	0	olives
6  800	1	bourbon
15  800	2	coke
5  800	3	turkey
7  800	4	ice_crea
9  800	5	soda
17  800	6	apples
8  801	0	baguette
1  801	1	hering
12  801	2	avocado
13  801	3	artichok
11  801	4	heineken
5  801	5	turkey
19  801	6	chicken
1  802	0	hering
2  802	1	corned_b
17  802	2	apples
3  802	3	olives
18  802	4	steak
6  802	5	bourbon
6  802	6	bourbon
12  803	0	avocado
10  803	1	cracker
13  803	2	artichok
11  803	3	heineken
4  803	4	ham
9  803	5	soda
16  803	6	peppers
8  804	0	baguette
1  804	1	hering
12  804	2	avocado
13  804	3	artichok
11  804	4	heineken
10  804	5	cracker
10  804	6	cracker
2  805	0	corned_b
16  805	1	peppers
6  805	2	bourbon
10  805	3	cracker
19  805	4	chicken
8  805	5	baguette
9  805	6	soda
8  806	0	baguette
9  806	1	soda
1  806	2	hering
10  806	3	cracker
11  806	4	heineken
6  806	5	bourbon
7  806	6	ice_crea
12  807	0	avocado
10  807	1	cracker
